source,target,edge_type
R_Telangana,A_10-12-2025,residence
R_Telangana,A_19-09-2025,residence
R_Telangana,A_01-12-2025,residence
R_Telangana,A_16-10-2025,residence
R_Telangana,A_23-12-2025,residence
R_Telangana,A_14-12-2025,residence
R_Telangana,A_11-09-2025,residence
R_Telangana,A_15-12-2025,residence
R_Telangana,A_19-11-2025,residence
R_Telangana,A_12-12-2025,residence
R_Telangana,A_29-12-2025,residence
R_Telangana,A_15-09-2025,residence
R_Telangana,A_11-12-2025,residence
R_Telangana,A_17-11-2025,residence
R_Telangana,A_03-12-2025,residence
R_Telangana,A_21-12-2025,residence
R_Telangana,A_08-09-2025,residence
R_Telangana,A_24-10-2025,residence
R_Telangana,A_14-11-2025,residence
R_Telangana,A_12-09-2025,residence
R_Telangana,A_06-09-2025,residence
R_Telangana,A_09-12-2025,residence
R_Telangana,A_16-12-2025,residence
R_Telangana,A_20-09-2025,residence
R_Telangana,A_08-12-2025,residence
R_Telangana,A_09-11-2025,residence
R_Telangana,A_17-09-2025,residence
R_Telangana,A_02-09-2025,residence
R_Telangana,A_11-11-2025,residence
R_Telangana,A_17-10-2025,residence
R_Telangana,A_16-11-2025,residence
R_Telangana,A_07-11-2025,residence
R_Telangana,A_26-10-2025,residence
R_Telangana,A_10-11-2025,residence
R_Telangana,A_05-11-2025,residence
R_Telangana,A_04-12-2025,residence
R_Telangana,A_03-11-2025,residence
R_Telangana,A_13-11-2025,residence
R_Telangana,A_01-04-2025,residence
R_Telangana,A_25-10-2025,residence
R_Telangana,A_05-09-2025,residence
R_Telangana,A_01-03-2025,residence
R_Telangana,A_02-11-2025,residence
R_Telangana,A_14-09-2025,residence
R_Telangana,A_31-10-2025,residence
R_Telangana,A_15-10-2025,residence
R_Telangana,A_05-12-2025,residence
R_Telangana,A_22-12-2025,residence
R_Telangana,A_30-10-2025,residence
R_Telangana,A_15-11-2025,residence
R_Telangana,A_07-12-2025,residence
R_Telangana,A_28-10-2025,residence
R_Telangana,A_06-11-2025,residence
R_Telangana,A_18-12-2025,residence
R_Telangana,A_19-12-2025,residence
R_Telangana,A_07-09-2025,residence
R_Telangana,A_09-09-2025,residence
R_Telangana,A_08-11-2025,residence
R_Telangana,A_27-10-2025,residence
R_Telangana,A_28-12-2025,residence
R_Telangana,A_21-10-2025,residence
R_Telangana,A_19-10-2025,residence
R_Telangana,A_13-10-2025,residence
R_Telangana,A_04-11-2025,residence
R_Telangana,A_26-12-2025,residence
R_Telangana,A_04-09-2025,residence
A_19-12-2025,R_Andhra Pradesh,residence
A_19-12-2025,B_98090,biometric
A_19-12-2025,R_Gujarat,residence
A_19-12-2025,B_17842,biometric
A_19-12-2025,R_Jharkhand,residence
A_19-12-2025,B_52633,biometric
A_19-12-2025,R_Orissa,residence
A_19-12-2025,B_73068,biometric
A_19-12-2025,R_Tamil Nadu,residence
A_19-12-2025,B_7880,biometric
A_19-12-2025,R_Assam,residence
A_19-12-2025,B_42691,biometric
A_19-12-2025,B_41261,biometric
A_19-12-2025,B_72189,biometric
A_19-12-2025,R_Madhya Pradesh,residence
A_19-12-2025,B_20549,biometric
A_19-12-2025,R_Maharashtra,residence
A_19-12-2025,B_64690,biometric
A_19-12-2025,R_Punjab,residence
A_19-12-2025,B_5372,biometric
A_19-12-2025,R_West Bengal,residence
A_19-12-2025,B_74192,biometric
A_19-12-2025,R_Kerala,residence
A_19-12-2025,B_8140,biometric
A_19-12-2025,R_Haryana,residence
A_19-12-2025,B_49663,biometric
A_19-12-2025,B_24556,biometric
A_19-12-2025,R_Rajasthan,residence
A_19-12-2025,B_12164,biometric
A_19-12-2025,R_Jammu and Kashmir,residence
A_19-12-2025,B_53953,biometric
A_19-12-2025,R_Goa,residence
A_19-12-2025,B_37125,biometric
A_19-12-2025,B_3733,biometric
A_19-12-2025,R_Uttaranchal,residence
A_19-12-2025,B_79395,biometric
A_19-12-2025,R_Andaman & Nicobar Islands,residence
A_19-12-2025,B_76229,biometric
A_19-12-2025,R_Himachal Pradesh,residence
A_19-12-2025,B_15313,biometric
A_19-12-2025,R_Delhi,residence
A_19-12-2025,B_63476,biometric
A_19-12-2025,B_48363,biometric
A_19-12-2025,R_Daman & Diu,residence
A_19-12-2025,B_83577,biometric
A_19-12-2025,R_Manipur,residence
A_19-12-2025,B_34234,biometric
R_Andhra Pradesh,A_25-11-2025,residence
R_Andhra Pradesh,A_28-12-2025,residence
R_Andhra Pradesh,A_04-09-2025,residence
R_Andhra Pradesh,A_19-11-2025,residence
R_Andhra Pradesh,A_16-10-2025,residence
R_Andhra Pradesh,A_16-11-2025,residence
R_Andhra Pradesh,A_11-11-2025,residence
R_Andhra Pradesh,A_07-12-2025,residence
R_Andhra Pradesh,A_05-12-2025,residence
R_Andhra Pradesh,A_10-12-2025,residence
R_Andhra Pradesh,A_04-12-2025,residence
R_Andhra Pradesh,A_09-09-2025,residence
R_Andhra Pradesh,A_15-12-2025,residence
R_Andhra Pradesh,A_29-10-2025,residence
R_Andhra Pradesh,A_28-10-2025,residence
R_Andhra Pradesh,A_23-12-2025,residence
R_Andhra Pradesh,A_01-11-2025,residence
R_Andhra Pradesh,A_26-12-2025,residence
R_Andhra Pradesh,A_06-09-2025,residence
R_Andhra Pradesh,A_26-11-2025,residence
R_Andhra Pradesh,A_08-12-2025,residence
R_Andhra Pradesh,A_08-11-2025,residence
R_Andhra Pradesh,A_17-10-2025,residence
R_Andhra Pradesh,A_14-12-2025,residence
R_Andhra Pradesh,A_05-11-2025,residence
R_Andhra Pradesh,A_11-12-2025,residence
R_Andhra Pradesh,A_15-10-2025,residence
R_Andhra Pradesh,A_21-12-2025,residence
R_Andhra Pradesh,A_13-11-2025,residence
R_Andhra Pradesh,A_29-12-2025,residence
R_Andhra Pradesh,A_22-12-2025,residence
R_Andhra Pradesh,A_01-12-2025,residence
R_Andhra Pradesh,A_31-10-2025,residence
R_Andhra Pradesh,A_07-11-2025,residence
R_Andhra Pradesh,A_11-09-2025,residence
R_Andhra Pradesh,A_24-12-2025,residence
R_Andhra Pradesh,A_26-10-2025,residence
R_Andhra Pradesh,A_03-09-2025,residence
R_Andhra Pradesh,A_19-10-2025,residence
R_Andhra Pradesh,A_16-12-2025,residence
R_Andhra Pradesh,A_12-12-2025,residence
R_Andhra Pradesh,A_29-11-2025,residence
R_Andhra Pradesh,A_03-12-2025,residence
R_Andhra Pradesh,A_20-10-2025,residence
R_Andhra Pradesh,A_13-12-2025,residence
R_Andhra Pradesh,A_06-11-2025,residence
R_Andhra Pradesh,A_02-09-2025,residence
R_Andhra Pradesh,A_03-11-2025,residence
R_Andhra Pradesh,A_01-03-2025,residence
R_Andhra Pradesh,A_27-10-2025,residence
R_Andhra Pradesh,A_20-12-2025,residence
R_Andhra Pradesh,A_30-10-2025,residence
R_Andhra Pradesh,A_14-11-2025,residence
R_Andhra Pradesh,A_18-12-2025,residence
R_Andhra Pradesh,A_16-09-2025,residence
R_Andhra Pradesh,A_15-11-2025,residence
R_Andhra Pradesh,A_24-10-2025,residence
R_Andhra Pradesh,A_15-09-2025,residence
R_Andhra Pradesh,A_09-12-2025,residence
R_Andhra Pradesh,A_05-09-2025,residence
R_Andhra Pradesh,A_18-10-2025,residence
R_Andhra Pradesh,A_14-09-2025,residence
R_Andhra Pradesh,A_10-11-2025,residence
R_Andhra Pradesh,A_20-09-2025,residence
R_Andhra Pradesh,A_17-11-2025,residence
R_Andhra Pradesh,A_12-09-2025,residence
R_Andhra Pradesh,A_18-09-2025,residence
R_Andhra Pradesh,A_09-11-2025,residence
R_Andhra Pradesh,A_02-11-2025,residence
R_Andhra Pradesh,A_25-10-2025,residence
R_Andhra Pradesh,A_01-07-2025,residence
R_Andhra Pradesh,A_01-04-2025,residence
R_Andhra Pradesh,A_01-06-2025,residence
R_Andhra Pradesh,A_01-05-2025,residence
R_Andhra Pradesh,A_21-10-2025,residence
R_Andhra Pradesh,A_13-10-2025,residence
A_20-10-2025,R_West Bengal,residence
A_20-10-2025,B_7483,biometric
A_20-10-2025,B_22009,biometric
A_20-10-2025,R_Tamil Nadu,residence
A_20-10-2025,B_5667,biometric
A_20-10-2025,R_Jharkhand,residence
A_20-10-2025,B_39086,biometric
A_20-10-2025,R_Maharashtra,residence
A_20-10-2025,B_51574,biometric
A_20-10-2025,R_Punjab,residence
A_20-10-2025,B_75872,biometric
A_20-10-2025,R_Kerala,residence
A_20-10-2025,B_4976,biometric
A_20-10-2025,R_Madhya Pradesh,residence
A_20-10-2025,B_7002,biometric
A_20-10-2025,B_11206,biometric
A_20-10-2025,B_37672,biometric
A_20-10-2025,R_Haryana,residence
A_20-10-2025,B_31581,biometric
A_20-10-2025,B_71855,biometric
A_20-10-2025,B_40927,biometric
A_20-10-2025,R_Jammu and Kashmir,residence
A_20-10-2025,B_16419,biometric
A_20-10-2025,R_Orissa,residence
A_20-10-2025,B_59952,biometric
A_20-10-2025,B_77511,biometric
A_20-10-2025,R_Gujarat,residence
A_20-10-2025,B_52530,biometric
A_20-10-2025,R_Arunachal Pradesh,residence
A_20-10-2025,B_7134,biometric
A_20-10-2025,R_Chhattisgarh,residence
A_20-10-2025,B_80169,biometric
A_20-10-2025,R_Assam,residence
A_20-10-2025,B_38553,biometric
A_20-10-2025,R_Rajasthan,residence
A_20-10-2025,B_69080,biometric
A_20-10-2025,R_Himachal Pradesh,residence
A_20-10-2025,B_97803,biometric
A_20-10-2025,R_Uttarakhand,residence
A_20-10-2025,B_83045,biometric
R_West Bengal,A_11-09-2025,residence
R_West Bengal,A_16-12-2025,residence
R_West Bengal,A_02-11-2025,residence
R_West Bengal,A_15-10-2025,residence
R_West Bengal,A_01-06-2025,residence
R_West Bengal,A_20-09-2025,residence
R_West Bengal,A_08-12-2025,residence
R_West Bengal,A_17-11-2025,residence
R_West Bengal,A_25-10-2025,residence
R_West Bengal,A_12-12-2025,residence
R_West Bengal,A_26-12-2025,residence
R_West Bengal,A_20-12-2025,residence
R_West Bengal,A_19-09-2025,residence
R_West Bengal,A_01-11-2025,residence
R_West Bengal,A_15-12-2025,residence
R_West Bengal,A_19-10-2025,residence
R_West Bengal,A_25-11-2025,residence
R_West Bengal,A_13-12-2025,residence
R_West Bengal,A_07-09-2025,residence
R_West Bengal,A_03-09-2025,residence
R_West Bengal,A_17-09-2025,residence
R_West Bengal,A_07-12-2025,residence
R_West Bengal,A_10-12-2025,residence
R_West Bengal,A_05-12-2025,residence
R_West Bengal,A_15-09-2025,residence
R_West Bengal,A_02-09-2025,residence
R_West Bengal,A_26-11-2025,residence
R_West Bengal,A_13-10-2025,residence
R_West Bengal,A_14-11-2025,residence
R_West Bengal,A_05-11-2025,residence
R_West Bengal,A_10-11-2025,residence
R_West Bengal,A_12-09-2025,residence
R_West Bengal,A_03-12-2025,residence
R_West Bengal,A_26-10-2025,residence
R_West Bengal,A_22-12-2025,residence
R_West Bengal,A_05-09-2025,residence
R_West Bengal,A_06-09-2025,residence
R_West Bengal,A_24-10-2025,residence
R_West Bengal,A_31-10-2025,residence
R_West Bengal,A_15-11-2025,residence
R_West Bengal,A_16-11-2025,residence
R_West Bengal,A_07-11-2025,residence
R_West Bengal,A_03-11-2025,residence
R_West Bengal,A_06-11-2025,residence
R_West Bengal,A_04-09-2025,residence
R_West Bengal,A_11-12-2025,residence
R_West Bengal,A_23-12-2025,residence
R_West Bengal,A_01-05-2025,residence
R_West Bengal,A_21-12-2025,residence
R_West Bengal,A_04-12-2025,residence
R_West Bengal,A_19-11-2025,residence
R_West Bengal,A_17-10-2025,residence
R_West Bengal,A_23-10-2025,residence
R_West Bengal,A_18-10-2025,residence
R_West Bengal,A_08-09-2025,residence
R_West Bengal,A_14-09-2025,residence
R_West Bengal,A_01-03-2025,residence
R_West Bengal,A_01-12-2025,residence
R_West Bengal,A_28-12-2025,residence
R_West Bengal,A_29-12-2025,residence
R_West Bengal,A_09-12-2025,residence
R_West Bengal,A_30-10-2025,residence
R_West Bengal,A_14-12-2025,residence
R_West Bengal,A_11-11-2025,residence
R_West Bengal,A_27-10-2025,residence
R_West Bengal,A_18-12-2025,residence
R_West Bengal,A_04-11-2025,residence
R_West Bengal,A_16-10-2025,residence
A_16-09-2025,R_Kerala,residence
A_16-09-2025,B_9569,biometric
A_16-09-2025,R_Gujarat,residence
A_16-09-2025,B_16065,biometric
A_16-09-2025,R_Tamil Nadu,residence
A_16-09-2025,B_25589,biometric
A_16-09-2025,R_Madhya Pradesh,residence
A_16-09-2025,B_13358,biometric
A_16-09-2025,R_Rajasthan,residence
A_16-09-2025,B_94455,biometric
A_16-09-2025,B_45520,biometric
A_16-09-2025,B_86024,biometric
A_16-09-2025,B_35817,biometric
A_16-09-2025,R_Maharashtra,residence
A_16-09-2025,B_46981,biometric
A_16-09-2025,R_Goa,residence
A_16-09-2025,B_80584,biometric
A_16-09-2025,R_Haryana,residence
A_16-09-2025,B_68046,biometric
A_16-09-2025,R_Chhattisgarh,residence
A_16-09-2025,B_75576,biometric
A_16-09-2025,R_Assam,residence
A_16-09-2025,B_75018,biometric
A_16-09-2025,R_Arunachal Pradesh,residence
A_16-09-2025,B_43599,biometric
A_16-09-2025,R_Delhi,residence
A_16-09-2025,B_54233,biometric
A_16-09-2025,R_Punjab,residence
A_16-09-2025,B_87663,biometric
A_16-09-2025,R_Meghalaya,residence
A_16-09-2025,B_70247,biometric
R_Kerala,A_12-12-2025,residence
R_Kerala,A_11-12-2025,residence
R_Kerala,A_12-09-2025,residence
R_Kerala,A_28-10-2025,residence
R_Kerala,A_04-12-2025,residence
R_Kerala,A_03-12-2025,residence
R_Kerala,A_03-09-2025,residence
R_Kerala,A_23-12-2025,residence
R_Kerala,A_13-11-2025,residence
R_Kerala,A_25-10-2025,residence
R_Kerala,A_09-09-2025,residence
R_Kerala,A_21-10-2025,residence
R_Kerala,A_25-11-2025,residence
R_Kerala,A_04-11-2025,residence
R_Kerala,A_06-11-2025,residence
R_Kerala,A_15-10-2025,residence
R_Kerala,A_16-12-2025,residence
R_Kerala,A_06-09-2025,residence
R_Kerala,A_26-12-2025,residence
R_Kerala,A_11-11-2025,residence
R_Kerala,A_13-12-2025,residence
R_Kerala,A_15-09-2025,residence
R_Kerala,A_07-12-2025,residence
R_Kerala,A_20-12-2025,residence
R_Kerala,A_01-12-2025,residence
R_Kerala,A_26-11-2025,residence
R_Kerala,A_08-09-2025,residence
R_Kerala,A_24-10-2025,residence
R_Kerala,A_04-09-2025,residence
R_Kerala,A_28-12-2025,residence
R_Kerala,A_28-11-2025,residence
R_Kerala,A_09-12-2025,residence
R_Kerala,A_03-11-2025,residence
R_Kerala,A_17-11-2025,residence
R_Kerala,A_27-10-2025,residence
R_Kerala,A_07-11-2025,residence
R_Kerala,A_10-11-2025,residence
R_Kerala,A_10-12-2025,residence
R_Kerala,A_19-11-2025,residence
R_Kerala,A_08-11-2025,residence
R_Kerala,A_31-10-2025,residence
R_Kerala,A_21-12-2025,residence
R_Kerala,A_01-11-2025,residence
R_Kerala,A_20-09-2025,residence
R_Kerala,A_22-12-2025,residence
R_Kerala,A_19-10-2025,residence
R_Kerala,A_05-12-2025,residence
R_Kerala,A_19-09-2025,residence
R_Kerala,A_09-11-2025,residence
R_Kerala,A_05-11-2025,residence
R_Kerala,A_18-09-2025,residence
R_Kerala,A_30-10-2025,residence
R_Kerala,A_11-09-2025,residence
R_Kerala,A_26-10-2025,residence
R_Kerala,A_08-12-2025,residence
R_Kerala,A_17-10-2025,residence
R_Kerala,A_29-10-2025,residence
R_Kerala,A_15-11-2025,residence
R_Kerala,A_18-12-2025,residence
R_Kerala,A_15-12-2025,residence
R_Kerala,A_23-10-2025,residence
R_Kerala,A_01-03-2025,residence
R_Kerala,A_14-11-2025,residence
R_Kerala,A_14-12-2025,residence
R_Kerala,A_29-12-2025,residence
R_Kerala,A_14-09-2025,residence
R_Kerala,A_17-09-2025,residence
A_11-09-2025,B_53455,biometric
A_11-09-2025,R_Tamil Nadu,residence
A_11-09-2025,B_51639,biometric
A_11-09-2025,R_Rajasthan,residence
A_11-09-2025,B_79933,biometric
A_11-09-2025,B_83635,biometric
A_11-09-2025,B_65234,biometric
A_11-09-2025,B_88364,biometric
A_11-09-2025,B_82708,biometric
A_11-09-2025,R_Assam,residence
A_11-09-2025,B_2210,biometric
A_11-09-2025,R_Punjab,residence
A_11-09-2025,B_86725,biometric
A_11-09-2025,R_Gujarat,residence
A_11-09-2025,B_98502,biometric
A_11-09-2025,B_15829,biometric
A_11-09-2025,B_51780,biometric
A_11-09-2025,R_Sikkim,residence
A_11-09-2025,B_53975,biometric
A_25-11-2025,B_66564,biometric
A_25-11-2025,R_Assam,residence
A_25-11-2025,B_93911,biometric
A_25-11-2025,R_Maharashtra,residence
A_25-11-2025,B_96216,biometric
A_25-11-2025,R_Jharkhand,residence
A_25-11-2025,B_94444,biometric
A_25-11-2025,B_28462,biometric
A_25-11-2025,B_52125,biometric
A_25-11-2025,R_Gujarat,residence
A_25-11-2025,B_54444,biometric
A_25-11-2025,B_72787,biometric
A_25-11-2025,R_Uttarakhand,residence
A_25-11-2025,B_38403,biometric
A_25-11-2025,B_93030,biometric
A_25-11-2025,R_Himachal Pradesh,residence
A_25-11-2025,B_21289,biometric
A_25-11-2025,R_Madhya Pradesh,residence
A_25-11-2025,B_62360,biometric
A_25-11-2025,R_Jammu and Kashmir,residence
A_25-11-2025,B_61061,biometric
A_25-11-2025,B_67131,biometric
A_25-11-2025,R_Chhattisgarh,residence
A_25-11-2025,B_24811,biometric
A_25-11-2025,R_Haryana,residence
A_25-11-2025,B_86939,biometric
A_25-11-2025,R_Tamil Nadu,residence
A_25-11-2025,B_50309,biometric
R_Chhattisgarh,A_14-12-2025,residence
R_Chhattisgarh,A_02-09-2025,residence
R_Chhattisgarh,A_18-09-2025,residence
R_Chhattisgarh,A_23-12-2025,residence
R_Chhattisgarh,A_04-09-2025,residence
R_Chhattisgarh,A_30-10-2025,residence
R_Chhattisgarh,A_08-12-2025,residence
R_Chhattisgarh,A_08-11-2025,residence
R_Chhattisgarh,A_19-11-2025,residence
R_Chhattisgarh,A_15-10-2025,residence
R_Chhattisgarh,A_04-12-2025,residence
R_Chhattisgarh,A_01-12-2025,residence
R_Chhattisgarh,A_13-11-2025,residence
R_Chhattisgarh,A_17-11-2025,residence
R_Chhattisgarh,A_24-10-2025,residence
R_Chhattisgarh,A_28-10-2025,residence
R_Chhattisgarh,A_01-06-2025,residence
R_Chhattisgarh,A_05-09-2025,residence
R_Chhattisgarh,A_12-12-2025,residence
R_Chhattisgarh,A_07-12-2025,residence
R_Chhattisgarh,A_04-11-2025,residence
R_Chhattisgarh,A_16-12-2025,residence
R_Chhattisgarh,A_01-03-2025,residence
R_Chhattisgarh,A_13-12-2025,residence
R_Chhattisgarh,A_09-12-2025,residence
R_Chhattisgarh,A_11-12-2025,residence
R_Chhattisgarh,A_26-12-2025,residence
R_Chhattisgarh,A_06-09-2025,residence
R_Chhattisgarh,A_09-09-2025,residence
R_Chhattisgarh,A_26-10-2025,residence
R_Chhattisgarh,A_01-04-2025,residence
R_Chhattisgarh,A_15-09-2025,residence
R_Chhattisgarh,A_28-12-2025,residence
R_Chhattisgarh,A_03-11-2025,residence
R_Chhattisgarh,A_05-12-2025,residence
R_Chhattisgarh,A_01-11-2025,residence
R_Chhattisgarh,A_15-11-2025,residence
R_Chhattisgarh,A_27-10-2025,residence
R_Chhattisgarh,A_19-09-2025,residence
R_Chhattisgarh,A_24-12-2025,residence
R_Chhattisgarh,A_14-11-2025,residence
R_Chhattisgarh,A_05-11-2025,residence
R_Chhattisgarh,A_15-12-2025,residence
R_Chhattisgarh,A_09-11-2025,residence
R_Chhattisgarh,A_18-12-2025,residence
R_Chhattisgarh,A_16-11-2025,residence
R_Chhattisgarh,A_11-11-2025,residence
R_Chhattisgarh,A_10-12-2025,residence
R_Chhattisgarh,A_03-12-2025,residence
R_Chhattisgarh,A_08-09-2025,residence
R_Chhattisgarh,A_20-12-2025,residence
A_12-12-2025,B_73739,biometric
A_12-12-2025,R_Assam,residence
A_12-12-2025,B_55603,biometric
A_12-12-2025,R_Tamil Nadu,residence
A_12-12-2025,B_36904,biometric
A_12-12-2025,R_Madhya Pradesh,residence
A_12-12-2025,B_75765,biometric
A_12-12-2025,R_Maharashtra,residence
A_12-12-2025,B_82811,biometric
A_12-12-2025,R_Gujarat,residence
A_12-12-2025,B_83767,biometric
A_12-12-2025,B_38720,biometric
A_12-12-2025,R_Jharkhand,residence
A_12-12-2025,B_7849,biometric
A_12-12-2025,R_Jammu and Kashmir,residence
A_12-12-2025,B_9169,biometric
A_12-12-2025,B_98370,biometric
A_12-12-2025,B_66515,biometric
A_12-12-2025,B_79969,biometric
A_12-12-2025,B_6435,biometric
A_12-12-2025,B_48517,biometric
A_12-12-2025,R_Rajasthan,residence
A_12-12-2025,B_37843,biometric
A_12-12-2025,R_Puducherry,residence
A_12-12-2025,B_76880,biometric
A_12-12-2025,B_40618,biometric
A_12-12-2025,R_Punjab,residence
A_12-12-2025,B_44635,biometric
A_12-12-2025,B_45419,biometric
A_12-12-2025,R_Haryana,residence
A_12-12-2025,B_344,biometric
A_12-12-2025,R_Sikkim,residence
A_12-12-2025,B_68710,biometric
A_12-12-2025,R_Mizoram,residence
A_12-12-2025,B_96240,biometric
A_12-12-2025,R_Himachal Pradesh,residence
A_12-12-2025,B_66566,biometric
A_12-12-2025,R_Meghalaya,residence
A_12-12-2025,B_45539,biometric
A_12-12-2025,R_Orissa,residence
A_12-12-2025,B_91189,biometric
A_12-12-2025,R_Manipur,residence
A_12-12-2025,B_79018,biometric
A_12-12-2025,R_Dadra and Nagar Haveli and Daman and Diu,residence
A_12-12-2025,B_2925,biometric
A_12-12-2025,R_Pondicherry,residence
A_12-12-2025,B_57561,biometric
A_12-12-2025,R_Delhi,residence
A_12-12-2025,B_86531,biometric
A_28-12-2025,B_33655,biometric
A_28-12-2025,R_Rajasthan,residence
A_28-12-2025,B_8471,biometric
A_28-12-2025,R_Assam,residence
A_28-12-2025,B_61002,biometric
A_28-12-2025,R_Maharashtra,residence
A_28-12-2025,B_29125,biometric
A_28-12-2025,B_36624,biometric
A_28-12-2025,B_94304,biometric
A_28-12-2025,R_Tamil Nadu,residence
A_28-12-2025,B_83218,biometric
A_28-12-2025,B_27425,biometric
A_28-12-2025,R_Gujarat,residence
A_28-12-2025,B_30081,biometric
A_28-12-2025,B_56785,biometric
A_28-12-2025,R_Manipur,residence
A_28-12-2025,B_69459,biometric
A_28-12-2025,B_60121,biometric
A_28-12-2025,R_Madhya Pradesh,residence
A_28-12-2025,B_29451,biometric
A_28-12-2025,B_99105,biometric
A_28-12-2025,B_85034,biometric
A_28-12-2025,R_Delhi,residence
A_28-12-2025,B_40217,biometric
A_28-12-2025,R_Mizoram,residence
A_28-12-2025,B_33562,biometric
A_28-12-2025,B_52056,biometric
A_28-12-2025,R_Punjab,residence
A_28-12-2025,B_1679,biometric
A_28-12-2025,R_Jammu and Kashmir,residence
A_28-12-2025,B_93970,biometric
A_28-12-2025,R_Puducherry,residence
A_28-12-2025,B_30566,biometric
A_28-12-2025,R_Jharkhand,residence
A_28-12-2025,B_61535,biometric
R_Gujarat,A_24-10-2025,residence
R_Gujarat,A_13-12-2025,residence
R_Gujarat,A_04-12-2025,residence
R_Gujarat,A_07-12-2025,residence
R_Gujarat,A_10-11-2025,residence
R_Gujarat,A_29-10-2025,residence
R_Gujarat,A_08-12-2025,residence
R_Gujarat,A_28-10-2025,residence
R_Gujarat,A_06-11-2025,residence
R_Gujarat,A_09-12-2025,residence
R_Gujarat,A_03-09-2025,residence
R_Gujarat,A_20-12-2025,residence
R_Gujarat,A_02-11-2025,residence
R_Gujarat,A_15-12-2025,residence
R_Gujarat,A_13-11-2025,residence
R_Gujarat,A_11-11-2025,residence
R_Gujarat,A_03-12-2025,residence
R_Gujarat,A_22-12-2025,residence
R_Gujarat,A_08-09-2025,residence
R_Gujarat,A_23-12-2025,residence
R_Gujarat,A_10-12-2025,residence
R_Gujarat,A_26-11-2025,residence
R_Gujarat,A_01-07-2025,residence
R_Gujarat,A_16-12-2025,residence
R_Gujarat,A_30-10-2025,residence
R_Gujarat,A_16-11-2025,residence
R_Gujarat,A_31-10-2025,residence
R_Gujarat,A_14-12-2025,residence
R_Gujarat,A_05-09-2025,residence
R_Gujarat,A_11-12-2025,residence
R_Gujarat,A_26-10-2025,residence
R_Gujarat,A_17-11-2025,residence
R_Gujarat,A_07-11-2025,residence
R_Gujarat,A_24-12-2025,residence
R_Gujarat,A_08-11-2025,residence
R_Gujarat,A_29-12-2025,residence
R_Gujarat,A_09-09-2025,residence
R_Gujarat,A_20-09-2025,residence
R_Gujarat,A_29-11-2025,residence
R_Gujarat,A_05-11-2025,residence
R_Gujarat,A_12-09-2025,residence
R_Gujarat,A_15-09-2025,residence
R_Gujarat,A_05-12-2025,residence
R_Gujarat,A_06-09-2025,residence
R_Gujarat,A_15-11-2025,residence
R_Gujarat,A_18-09-2025,residence
R_Gujarat,A_04-09-2025,residence
R_Gujarat,A_07-09-2025,residence
R_Gujarat,A_19-09-2025,residence
R_Gujarat,A_16-10-2025,residence
R_Gujarat,A_09-11-2025,residence
R_Gujarat,A_15-10-2025,residence
R_Gujarat,A_28-11-2025,residence
R_Gujarat,A_01-03-2025,residence
R_Gujarat,A_01-04-2025,residence
R_Gujarat,A_27-10-2025,residence
R_Gujarat,A_17-10-2025,residence
R_Gujarat,A_01-12-2025,residence
R_Gujarat,A_01-11-2025,residence
R_Gujarat,A_03-11-2025,residence
R_Gujarat,A_02-09-2025,residence
R_Gujarat,A_26-12-2025,residence
R_Gujarat,A_04-11-2025,residence
R_Gujarat,A_18-12-2025,residence
R_Gujarat,A_17-09-2025,residence
R_Tamil Nadu,A_05-12-2025,residence
R_Tamil Nadu,A_23-12-2025,residence
R_Tamil Nadu,A_15-10-2025,residence
R_Tamil Nadu,A_27-10-2025,residence
R_Tamil Nadu,A_21-10-2025,residence
R_Tamil Nadu,A_14-12-2025,residence
R_Tamil Nadu,A_05-11-2025,residence
R_Tamil Nadu,A_03-09-2025,residence
R_Tamil Nadu,A_15-12-2025,residence
R_Tamil Nadu,A_10-11-2025,residence
R_Tamil Nadu,A_02-09-2025,residence
R_Tamil Nadu,A_28-11-2025,residence
R_Tamil Nadu,A_11-12-2025,residence
R_Tamil Nadu,A_18-09-2025,residence
R_Tamil Nadu,A_08-11-2025,residence
R_Tamil Nadu,A_09-12-2025,residence
R_Tamil Nadu,A_08-12-2025,residence
R_Tamil Nadu,A_17-10-2025,residence
R_Tamil Nadu,A_13-11-2025,residence
R_Tamil Nadu,A_31-10-2025,residence
R_Tamil Nadu,A_02-11-2025,residence
R_Tamil Nadu,A_25-10-2025,residence
R_Tamil Nadu,A_26-10-2025,residence
R_Tamil Nadu,A_16-12-2025,residence
R_Tamil Nadu,A_17-09-2025,residence
R_Tamil Nadu,A_07-12-2025,residence
R_Tamil Nadu,A_19-11-2025,residence
R_Tamil Nadu,A_10-12-2025,residence
R_Tamil Nadu,A_14-11-2025,residence
R_Tamil Nadu,A_04-12-2025,residence
R_Tamil Nadu,A_07-11-2025,residence
R_Tamil Nadu,A_01-03-2025,residence
R_Tamil Nadu,A_04-09-2025,residence
R_Tamil Nadu,A_08-09-2025,residence
R_Tamil Nadu,A_07-09-2025,residence
R_Tamil Nadu,A_05-09-2025,residence
R_Tamil Nadu,A_22-12-2025,residence
R_Tamil Nadu,A_03-12-2025,residence
R_Tamil Nadu,A_01-12-2025,residence
R_Tamil Nadu,A_03-11-2025,residence
R_Tamil Nadu,A_01-11-2025,residence
R_Tamil Nadu,A_30-10-2025,residence
R_Tamil Nadu,A_26-12-2025,residence
